City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Mehamn,NO,2020-01-03 05:14:05,71.03,27.85,37.4,80,99,20.8
306,Manyana,AU,2020-01-03 05:14:06,-35.26,150.51,84.2,54,38,16.11
307,Batagay-Alyta,RU,2020-01-03 05:12:55,67.8,130.41,-14.19,89,100,4.92
308,Hudson Bay,CA,2020-01-03 05:14:06,52.86,-102.4,16.92,94,94,4.88
309,Saint-Augustin,CA,2020-01-03 05:12:16,45.63,-73.98,37.99,92,90,3.36
310,Constitucion,MX,2020-01-03 05:12:46,23.99,-104.67,42.01,70,0,8.01
311,Mayya,RU,2020-01-03 05:14:06,61.74,130.28,-31.0,66,79,2.24
312,Fukue,JP,2020-01-03 05:14:06,35.03,136.69,55.99,46,20,9.17
313,Coihaique,CL,2020-01-03 05:14:07,-45.58,-72.07,60.8,77,54,4.7
314,Deputatskiy,RU,2020-01-03 05:12:27,69.3,139.9,-21.44,87,27,3.06
315,Ipoh,MY,2020-01-03 05:14:07,4.59,101.08,87.8,62,40,2.24
316,Shelton,US,2020-01-03 05:14:07,41.32,-73.09,46.99,87,90,4.7
317,Codrington,AU,2020-01-03 05:12:02,-28.95,153.24,95.0,45,0,17.22
318,Izumo,JP,2020-01-03 05:14:07,35.37,132.75,51.8,50,75,19.46
319,Bambous Virieux,MU,2020-01-03 05:12:41,-20.34,57.76,78.8,94,75,11.43
320,Shakawe,BW,2020-01-03 05:14:08,-18.36,21.84,72.95,81,100,3.49
321,Ancud,CL,2020-01-03 05:12:31,-41.87,-73.83,55.4,87,0,4.7
322,Inirida,CO,2020-01-03 05:14:08,3.87,-67.92,73.62,88,100,1.48
323,Kachiry,KZ,2020-01-03 05:14:08,53.07,76.1,28.18,90,90,15.14
324,Eureka,US,2020-01-03 05:14:08,40.8,-124.16,44.6,100,90,6.93
325,Manthani,IN,2020-01-03 05:14:09,18.65,79.67,72.97,83,95,3.67
326,Candido De Abreu,BR,2020-01-03 05:14:09,-24.57,-51.33,66.29,97,50,3.94
327,Yelanskiy,RU,2020-01-03 05:14:09,56.84,62.5,4.5,92,0,7.09
328,Bilma,NE,2020-01-03 05:13:07,18.69,12.92,42.15,58,0,10.11
329,Lorengau,PG,2020-01-03 05:09:01,-2.02,147.27,85.23,71,83,6.11
330,Linjiang,CN,2020-01-03 05:14:10,41.81,126.91,20.32,72,0,6.46
331,Margate,AU,2020-01-03 05:14:10,-43.03,147.26,78.01,56,75,11.41
332,Norman Wells,CA,2020-01-03 05:08:25,65.28,-126.83,-5.8,83,90,8.05
333,Jackson,US,2020-01-03 05:09:20,43.48,-110.76,28.4,79,75,13.87
334,Dibulla,CO,2020-01-03 05:14:10,11.27,-73.31,79.41,79,2,22.06
335,Duminichi,RU,2020-01-03 05:14:10,53.93,35.11,32.7,96,98,8.41
336,Hervey Bay,AU,2020-01-03 05:14:10,-25.3,152.85,86.0,45,0,14.99
337,Karratha,AU,2020-01-03 05:12:58,-20.74,116.85,84.97,69,98,5.99
338,Peniche,PT,2020-01-03 05:14:11,39.36,-9.38,53.01,100,75,2.24
339,Chizhou,CN,2020-01-03 05:14:11,30.67,117.49,45.5,92,100,3.09
340,Clyde River,CA,2020-01-03 05:12:36,70.47,-68.59,-13.0,75,90,16.11
341,Tres Passos,BR,2020-01-03 05:14:11,-27.46,-53.93,68.0,86,0,10.04
342,Fortuna,US,2020-01-03 05:12:45,40.6,-124.16,44.6,100,90,6.93
343,Los Llanos De Aridane,ES,2020-01-03 05:14:12,28.66,-17.92,59.0,58,11,6.93
344,Sao Jose Da Coroa Grande,BR,2020-01-03 05:14:12,-8.9,-35.15,79.81,82,100,13.67
345,Berezovyy,RU,2020-01-03 05:14:12,51.67,135.7,-2.04,69,3,6.64
346,Khandyga,RU,2020-01-03 05:14:13,62.65,135.58,-32.6,97,84,1.66
347,Srednekolymsk,RU,2020-01-03 05:12:48,67.46,153.71,-6.41,82,57,3.04
348,Victoria,BN,2020-01-03 05:12:35,5.28,115.24,86.0,70,75,4.7
349,Paris,FR,2020-01-03 05:09:16,48.86,2.35,48.99,81,90,12.75
350,Tolaga Bay,NZ,2020-01-03 05:14:13,-38.37,178.3,66.34,73,17,5.5
351,Faanui,PF,2020-01-03 05:09:30,-16.48,-151.75,81.73,78,100,9.15
352,Cidreira,BR,2020-01-03 05:08:31,-30.17,-50.22,72.9,77,80,22.84
353,Marienburg,DE,2020-01-03 05:14:14,52.12,9.98,43.0,80,75,11.41
354,Mairwa,IN,2020-01-03 05:14:14,26.24,84.15,62.98,81,100,5.39
355,Bekhtery,UA,2020-01-03 05:14:14,46.25,32.3,33.01,92,100,4.47
356,Ziro,IN,2020-01-03 05:14:15,27.54,93.82,62.6,88,90,5.82
357,Ust-Maya,RU,2020-01-03 05:14:15,60.42,134.54,-26.7,97,100,1.52
358,Rocha,UY,2020-01-03 05:12:26,-34.48,-54.34,59.83,94,27,3.31
359,Virden,CA,2020-01-03 05:14:15,49.85,-100.93,12.34,93,61,7.63
360,Wote,KE,2020-01-03 05:14:15,-1.78,37.63,71.91,69,87,3.74
361,Marigot,HT,2020-01-03 05:14:15,18.23,-72.32,77.0,83,3,3.36
362,La Asuncion,AR,2020-01-03 05:14:15,-26.05,-65.39,61.21,92,96,1.28
363,Lima,PE,2020-01-03 05:08:46,-12.06,-77.04,71.6,83,75,12.75
364,Avera,US,2020-01-03 05:13:06,33.19,-82.53,60.8,62,90,5.82
365,Yulara,AU,2020-01-03 05:14:16,-25.24,130.99,82.4,58,19,21.92
366,Paka,CF,2020-01-03 05:14:16,4.15,15.03,66.79,29,100,2.17
367,Kobryn,BY,2020-01-03 05:14:16,52.21,24.36,26.6,79,17,4.47
368,Carbondale,US,2020-01-03 05:14:16,38.82,-95.69,41.0,80,90,10.29
369,Gushikawa,JP,2020-01-03 05:11:30,26.35,127.87,71.6,56,20,8.05
370,Wexford,US,2020-01-03 05:10:07,40.63,-80.06,48.2,93,90,4.7
371,Talnakh,RU,2020-01-03 05:12:22,69.49,88.39,3.2,84,75,24.61
372,Grindavik,IS,2020-01-03 05:12:19,63.84,-22.43,26.6,73,75,20.8
373,Makakilo City,US,2020-01-03 05:14:17,21.35,-158.09,75.2,69,40,5.82
374,Nome,US,2020-01-03 05:14:17,30.04,-94.42,62.6,93,90,9.17
375,Lompoc,US,2020-01-03 05:12:52,34.64,-120.46,55.4,61,1,4.7
376,Mincivan,AZ,2020-01-03 05:14:17,39.03,46.72,34.03,91,63,2.21
377,Kiama,AU,2020-01-03 05:14:18,-34.67,150.86,93.99,54,21,16.11
378,Adiake,CI,2020-01-03 05:14:18,5.29,-3.3,73.4,69,50,9.17
379,Gotsu,JP,2020-01-03 05:14:18,35.01,132.22,51.8,57,75,11.41
380,Miandrivazo,MG,2020-01-03 05:14:18,-19.53,45.46,80.13,74,98,6.29
381,Lhokseumawe,ID,2020-01-03 05:14:18,5.18,97.15,79.72,75,100,5.84
382,Ampanihy,MG,2020-01-03 05:12:39,-24.69,44.75,84.16,57,21,4.61
383,Port Hawkesbury,CA,2020-01-03 05:14:18,45.62,-61.36,33.01,74,90,14.99
384,Saint Albans,US,2020-01-03 05:14:19,44.81,-73.08,41.0,65,90,4.7
385,Flin Flon,CA,2020-01-03 05:14:19,54.77,-101.88,10.06,96,93,4.38
386,Zhangjiakou,CN,2020-01-03 05:14:19,40.77,114.88,27.39,34,0,3.0
387,Knysna,ZA,2020-01-03 05:14:19,-34.04,23.05,68.0,88,40,4.7
388,Teguldet,RU,2020-01-03 05:14:19,57.31,88.17,24.8,93,100,13.6
389,Ostrovnoy,RU,2020-01-03 05:12:30,68.05,39.51,35.08,93,96,17.25
390,Fort Wellington,GY,2020-01-03 05:14:20,6.4,-57.6,78.85,77,43,11.72
391,Moron,HT,2020-01-03 05:14:20,18.56,-74.26,76.64,81,11,3.49
392,Innisfail,AU,2020-01-03 05:14:20,-17.52,146.03,82.99,55,100,4.0
393,Cairns,AU,2020-01-03 05:14:20,-16.92,145.77,91.0,66,75,5.82
394,Syracuse,US,2020-01-03 05:12:41,43.05,-76.15,46.0,60,90,4.7
395,Gigmoto,PH,2020-01-03 05:12:25,13.78,124.39,80.71,80,98,23.26
396,Forestville,CA,2020-01-03 05:14:20,48.74,-69.09,24.8,85,90,4.7
397,Caravelas,BR,2020-01-03 05:10:00,-17.73,-39.27,75.92,86,100,10.85
398,Buchanan,LR,2020-01-03 05:14:21,5.88,-10.05,71.6,94,20,6.93
399,Paso De Los Toros,UY,2020-01-03 05:14:21,-32.81,-56.52,60.84,96,0,8.14
400,Amboasary,MG,2020-01-03 05:14:21,-25.04,46.38,75.2,94,40,4.7
401,Sines,PT,2020-01-03 05:14:21,37.96,-8.87,53.01,80,100,3.0
402,Zhezkazgan,KZ,2020-01-03 05:14:21,47.8,67.71,26.6,92,90,2.24
403,Oskarshamn,SE,2020-01-03 05:14:22,57.26,16.44,37.99,93,97,14.99
404,Nisia Floresta,BR,2020-01-03 05:14:22,-6.09,-35.21,78.8,83,20,4.7
405,Tabas,IR,2020-01-03 05:14:22,33.6,56.92,46.4,49,0,2.24
406,Trairi,BR,2020-01-03 05:14:22,-3.28,-39.27,75.56,90,100,3.11
407,Hambantota,LK,2020-01-03 05:12:49,6.12,81.12,84.2,89,40,12.75
408,Hisar,IN,2020-01-03 05:14:22,29.16,75.73,63.05,45,0,3.91
409,Lipin Bor,RU,2020-01-03 05:14:22,60.26,37.97,35.4,92,100,11.63
410,Tazovskiy,RU,2020-01-03 05:14:22,67.47,78.7,-6.21,97,95,9.48
411,Waterloo,SL,2020-01-03 05:14:23,8.34,-13.07,65.86,81,0,1.23
412,Ilulissat,GL,2020-01-03 05:12:21,69.22,-51.1,14.0,72,100,14.99
413,Zhuhai,CN,2020-01-03 05:14:23,40.71,112.04,19.4,62,10,4.97
414,Rabo De Peixe,PT,2020-01-03 05:14:23,37.8,-25.58,55.4,66,20,5.82
415,Ahipara,NZ,2020-01-03 05:09:26,-35.17,173.16,72.0,88,68,1.99
416,Geraldton,CA,2020-01-03 05:14:24,49.72,-86.95,23.0,85,90,8.05
417,Birin,NP,2020-01-03 05:14:24,26.89,88.07,51.1,71,90,6.62
418,Piracanjuba,BR,2020-01-03 05:14:24,-17.3,-49.02,68.07,97,89,4.43
419,Chabahar,IR,2020-01-03 05:14:24,25.29,60.65,69.46,62,100,9.26
420,Peruibe,BR,2020-01-03 05:14:25,-24.32,-47.0,77.29,80,100,14.32
421,Fuengirola,ES,2020-01-03 05:14:25,36.54,-4.62,48.99,93,40,10.29
422,Mayma,RU,2020-01-03 05:14:25,52.0,85.9,25.77,75,16,4.79
423,Jining,CN,2020-01-03 05:14:25,35.41,116.58,47.25,37,100,4.32
424,Nanyuki,KE,2020-01-03 05:14:26,0.01,37.07,63.84,73,15,1.81
425,Balikpapan,ID,2020-01-03 05:14:26,-1.24,116.86,83.89,82,91,2.17
426,Centerville,US,2020-01-03 05:12:39,40.92,-111.87,37.0,59,90,6.93
427,Hovd,NO,2020-01-03 05:12:43,63.83,10.7,39.99,86,75,20.8
428,Bandarbeyla,SO,2020-01-03 05:14:26,9.49,50.81,78.37,75,32,16.02
429,Beyneu,KZ,2020-01-03 05:14:26,45.32,55.19,31.96,94,76,9.19
430,Gombong,ID,2020-01-03 05:12:44,-7.19,109.31,85.66,68,5,8.66
431,Merrill,US,2020-01-03 05:14:27,42.03,-121.6,33.8,80,1,3.36
432,Nantucket,US,2020-01-03 05:11:17,41.28,-70.1,46.99,87,1,11.41
433,Ulaangom,MN,2020-01-03 05:14:27,49.98,92.07,-6.05,88,3,2.57
434,Saint Anthony,US,2020-01-03 05:14:27,43.97,-111.68,24.8,78,90,0.78
435,Diban,SY,2020-01-03 05:14:27,35.02,40.51,50.34,61,83,9.48
436,Evensk,RU,2020-01-03 05:12:36,61.92,159.24,13.84,74,100,12.8
437,Bilibino,RU,2020-01-03 05:14:28,68.06,166.44,-6.5,63,94,2.59
438,Kununurra,AU,2020-01-03 05:14:28,-15.77,128.74,100.4,33,100,9.17
439,Dickinson,US,2020-01-03 05:14:28,46.88,-102.79,33.8,86,90,14.99
440,Comodoro Rivadavia,AR,2020-01-03 05:12:19,-45.87,-67.48,78.8,41,20,11.41
441,Xanxere,BR,2020-01-03 05:14:28,-26.88,-52.4,68.0,82,10,20.8
442,Usinsk,RU,2020-01-03 05:14:23,66.0,57.56,12.96,94,100,23.76
443,Pocone,BR,2020-01-03 05:14:29,-16.26,-56.62,74.93,96,83,3.38
444,Rio Gallegos,AR,2020-01-03 05:12:46,-51.62,-69.22,51.8,87,90,6.93
445,Zaozhuang,CN,2020-01-03 05:14:29,34.86,117.55,46.45,54,76,3.62
446,Pietra Ligure,IT,2020-01-03 05:14:29,44.15,8.29,51.8,76,75,2.24
447,Okhotsk,RU,2020-01-03 05:12:35,59.36,143.24,8.11,91,98,10.94
448,Yangmei,CN,2020-01-03 05:14:30,21.55,110.61,74.52,56,77,11.43
449,Pochutla,MX,2020-01-03 05:14:30,15.74,-96.47,77.0,73,5,14.54
450,Sandwick,GB,2020-01-03 05:14:30,54.57,-2.89,44.01,93,49,4.7
451,Panevezys,LT,2020-01-03 05:14:30,55.73,24.35,33.8,86,0,17.22
452,Barahona,DO,2020-01-03 05:12:36,18.21,-71.1,78.94,80,5,13.49
453,Amherstburg,US,2020-01-03 05:14:30,42.1,-83.11,46.4,75,90,10.29
454,Mahasamund,IN,2020-01-03 05:14:30,21.11,82.1,60.8,100,75,4.7
455,Lata,IN,2020-01-03 05:12:57,30.78,78.62,17.71,58,89,6.15
456,Saldanha,PT,2020-01-03 05:12:47,41.42,-6.55,37.02,95,100,4.5
457,Llanes,ES,2020-01-03 05:14:31,43.42,-4.75,53.01,10,97,7.11
458,Whitehorse,CA,2020-01-03 05:14:31,60.72,-135.06,10.99,92,90,2.24
459,Port Hardy,CA,2020-01-03 05:14:31,50.7,-127.42,37.4,93,90,26.4
460,Touros,BR,2020-01-03 05:08:47,-5.2,-35.46,77.0,88,40,3.36
461,Katsuura,JP,2020-01-03 05:14:32,33.93,134.5,60.01,50,75,12.75
462,Butembo,CD,2020-01-03 05:14:32,0.12,29.29,70.66,65,100,0.78
463,Les Cayes,HT,2020-01-03 05:14:32,18.19,-73.75,80.51,77,0,12.08
464,Maniitsoq,GL,2020-01-03 05:14:32,65.42,-52.9,22.51,66,68,8.61
465,Mathathane,BW,2020-01-03 05:14:32,-22.27,28.75,83.59,48,24,15.39
466,Smirnykh,RU,2020-01-03 05:14:33,49.74,142.83,6.17,88,100,8.03
467,Cap Malheureux,MU,2020-01-03 05:12:52,-19.98,57.61,78.8,94,75,6.78
468,Balkanabat,TM,2020-01-03 05:12:40,39.51,54.36,44.87,69,31,2.26
469,Orsha,BY,2020-01-03 05:14:33,54.51,30.43,33.8,92,90,8.95
470,Villeta,PY,2020-01-03 05:14:33,-25.51,-57.57,77.0,78,0,6.93
471,Berezanskaya,RU,2020-01-03 05:14:33,45.7,39.6,32.0,95,90,5.66
472,Nangong,CN,2020-01-03 05:14:33,37.36,115.37,44.91,23,23,3.31
473,Husavik,CA,2020-01-03 05:14:34,50.56,-96.99,19.0,91,9,1.01
474,Ouesso,CG,2020-01-03 05:14:34,1.61,16.05,71.98,40,100,2.26
475,Dudinka,RU,2020-01-03 05:14:34,69.41,86.18,3.2,84,75,24.61
476,Saint-Philippe,CA,2020-01-03 05:12:44,45.36,-73.48,39.0,80,75,8.05
477,San Quintin,PH,2020-01-03 05:12:56,17.54,120.52,81.99,55,100,5.08
478,Baruun-Urt,MN,2020-01-03 05:14:34,46.68,113.28,10.2,81,0,10.94
479,Kargasok,RU,2020-01-03 05:14:35,59.06,80.87,15.01,94,98,7.54
480,Kawalu,ID,2020-01-03 05:14:35,-7.38,108.21,83.89,66,17,6.44
481,Ponta Delgada,PT,2020-01-03 05:11:27,37.73,-25.67,55.4,66,20,5.82
482,Bhongaon,IN,2020-01-03 05:14:35,27.26,79.18,66.0,65,0,8.16
483,Kosa,JP,2020-01-03 05:14:35,32.67,130.82,51.8,57,40,4.7
484,Yanai,JP,2020-01-03 05:14:35,33.97,132.12,59.0,58,40,11.41
485,Acapulco,MX,2020-01-03 05:11:33,16.86,-99.88,80.6,74,40,3.22
486,Koumac,NC,2020-01-03 05:14:36,-20.56,164.28,74.57,69,96,1.88
487,Adrar,DZ,2020-01-03 05:14:36,27.87,-0.29,39.2,48,25,14.99
488,Sussex,CA,2020-01-03 05:14:24,45.72,-65.51,30.0,92,75,4.7
489,Greenville,US,2020-01-03 05:14:36,34.85,-82.4,46.99,93,90,6.93
490,La Primavera,AR,2020-01-03 05:14:36,-32.92,-68.67,77.0,61,40,8.05
491,Angouleme,FR,2020-01-03 05:12:16,45.65,0.15,46.4,100,90,6.93
492,Qandala,SO,2020-01-03 05:14:37,11.47,49.87,77.61,59,0,5.99
493,Longmont,US,2020-01-03 05:14:37,40.17,-105.1,35.6,37,1,5.82
494,Anadyr,RU,2020-01-03 05:08:56,64.73,177.51,-32.8,66,0,11.18
495,Rurrenabaque,BO,2020-01-03 05:14:37,-14.44,-67.53,70.23,99,100,1.05
496,Nador,MA,2020-01-03 05:14:37,35.17,-2.93,53.6,81,90,3.36
497,Winsum,NL,2020-01-03 05:14:38,53.33,6.52,46.4,93,90,19.46
498,Rawson,AR,2020-01-03 05:14:38,-43.3,-65.11,75.45,40,0,25.64
499,Souillac,FR,2020-01-03 05:12:40,45.6,-0.6,46.4,93,90,13.87
500,Shetpe,KZ,2020-01-03 05:14:38,44.14,52.16,31.73,79,20,9.26
501,Havelock,US,2020-01-03 05:14:38,34.88,-76.9,57.2,76,40,4.7
502,Nagato,JP,2020-01-03 05:14:38,34.35,131.14,55.4,50,40,14.99
503,Livingstonia,MW,2020-01-03 05:14:38,-10.61,34.11,65.8,89,100,0.63
504,Victor Harbor,AU,2020-01-03 05:14:39,-35.55,138.62,106.0,4,18,17.22
505,Iraquara,BR,2020-01-03 05:14:39,-12.24,-41.62,65.79,98,100,2.46
506,Tagusao,PH,2020-01-03 05:14:39,9.19,117.81,82.31,75,95,12.06
507,Jacareacanga,BR,2020-01-03 05:14:39,-6.22,-57.76,72.0,99,99,0.83
508,Port Said,EG,2020-01-03 05:14:39,25.34,30.55,47.7,67,0,2.26
509,Kushikino,JP,2020-01-03 05:14:39,31.72,130.27,50.0,71,75,10.29
510,Kirakira,SB,2020-01-03 05:14:39,-10.46,161.92,80.8,83,43,6.93
511,Huanren,CN,2020-01-03 05:14:40,41.26,125.37,19.33,80,0,1.88
512,Taoudenni,ML,2020-01-03 05:14:40,22.68,-3.98,48.81,36,74,9.6
513,Lasa,CY,2020-01-03 05:14:40,34.92,32.53,51.8,87,75,8.05
514,Redlands,US,2020-01-03 05:14:40,34.06,-117.19,61.0,100,1,3.36
515,Gari,RU,2020-01-03 05:14:40,59.43,62.35,2.89,92,13,12.15
516,Manado,ID,2020-01-03 05:14:40,1.49,124.85,89.6,66,20,5.82
517,Fort-Shevchenko,KZ,2020-01-03 05:13:00,44.51,50.26,30.76,66,17,8.72
518,La Macarena,CO,2020-01-03 05:14:41,2.18,-73.79,69.87,88,96,2.57
519,Suntar,RU,2020-01-03 05:14:41,62.16,117.65,6.08,96,100,3.38
520,Vila,IT,2020-01-03 05:12:52,45.18,8.4,39.0,100,100,8.05
521,Wiarton,CA,2020-01-03 05:14:41,44.74,-81.13,41.0,80,90,18.34
522,Tura,RU,2020-01-03 05:09:51,64.27,100.22,-8.97,96,0,4.61
523,Gondanglegi,ID,2020-01-03 05:14:41,-7.75,112.01,89.01,58,4,5.3
524,Odesskoye,RU,2020-01-03 05:14:42,54.21,72.97,20.26,92,94,13.09
525,Banda Aceh,ID,2020-01-03 05:14:42,5.56,95.32,87.35,56,41,9.1
526,Calabar,NG,2020-01-03 05:14:42,4.98,8.34,71.92,40,48,3.51
527,Varberg,SE,2020-01-03 05:14:42,57.11,12.25,43.0,93,100,26.4
528,Camacha,PT,2020-01-03 05:09:46,33.08,-16.33,62.6,72,20,8.05
529,Ballina,IE,2020-01-03 05:14:42,54.11,-9.15,45.0,86,90,1.99
530,Vaitape,PF,2020-01-03 05:14:43,-16.52,-151.75,81.73,78,100,9.15
531,Bafra,TR,2020-01-03 05:14:43,41.57,35.91,41.0,93,75,3.36
532,Antanifotsy,MG,2020-01-03 05:14:43,-19.66,47.32,72.32,73,94,1.92
533,Inga,NG,2020-01-03 05:14:43,10.08,6.09,57.02,22,0,5.55
534,Sabla,NG,2020-01-03 05:14:43,12.75,4.71,51.66,26,0,15.59
535,Itatskiy,RU,2020-01-03 05:14:43,56.07,89.04,27.86,81,100,16.31
536,Obo,CF,2020-01-03 05:14:44,5.39,26.49,78.48,38,98,1.57
537,Smolenka,PL,2020-01-03 05:14:44,54.15,22.76,28.99,94,0,10.51
538,Steamboat Springs,US,2020-01-03 05:14:44,40.48,-106.83,21.2,92,90,4.7
539,Tessalit,ML,2020-01-03 05:14:44,20.2,1.01,47.3,39,0,14.0
540,Slonim,BY,2020-01-03 05:14:44,53.09,25.32,30.96,59,34,5.95
541,Tres Arroyos,AR,2020-01-03 05:14:45,-38.38,-60.28,61.65,78,7,10.42
542,Hay River,CA,2020-01-03 05:14:45,60.82,-115.79,3.2,91,75,5.82
543,Fredericksburg,US,2020-01-03 05:14:45,38.3,-77.46,53.01,62,90,8.05
544,Vanimo,PG,2020-01-03 05:14:45,-2.67,141.3,83.7,79,94,17.83
545,Goderich,CA,2020-01-03 05:14:45,43.74,-81.71,44.01,85,100,1.01
546,Cabimas,VE,2020-01-03 05:14:45,10.39,-71.44,77.68,76,13,10.54
